amount,hour_of_day,day_of_week,payment_method,avg_transaction_amount,transaction_amount_deviation,transactions_last_10min,transactions_last_1hour,transactions_today,merchant_risk_score,first_time_merchant,new_device,device_type,location_distance,card_not_present,international_transaction,fraud
4831.27,9,4,2,2669.12,2162.15,2,2,5,4,0,1,0,163.92,1,1,0
16906.46,8,3,2,1122.5,15783.96,1,2,7,2,0,1,0,116.17,1,0,0
6353.78,2,0,2,9843.44,-3489.66,5,4,15,5,0,0,1,521.29,0,0,0
5989.91,18,3,0,12982.31,-6992.4,0,4,9,9,1,1,0,614.09,1,0,1
3563.49,8,3,1,12443.92,-8880.43,2,1,8,4,0,1,0,625.53,1,1,0
11377.62,9,1,0,5334.89,6042.73,2,0,6,7,1,1,0,120.21,1,1,0
8490.65,18,3,1,607.01,7883.64,1,3,10,8,0,0,0,104.23,1,1,0
21177.13,15,0,1,1072.79,20104.34,0,2,10,1,0,0,1,437.49,1,1,1
3184.74,23,0,2,1728.46,1456.28,0,6,8,6,1,0,0,257.09,1,0,0
11415.06,17,5,2,2812.78,8602.28,1,2,6,5,1,0,1,192.92,1,0,0
18587.82,13,2,0,12211.5,6376.32,1,2,5,1,0,1,0,75.18,1,1,0
9652.11,2,4,1,6516.68,3135.43,3,3,12,9,1,1,0,423.33,0,1,1
6255.21,1,3,2,5100.06,1155.15,2,4,6,7,0,0,1,825.67,1,1,0
9468.73,0,4,2,5535.71,3933.02,2,4,9,1,1,0,0,28.72,0,0,0
20059.95,17,4,2,9454.28,10605.67,1,1,4,2,1,0,1,728.24,1,1,1
20054.35,23,4,2,9038.21,11016.14,1,2,10,4,0,1,1,348.28,1,0,0
7594.2,8,6,0,5049.32,2544.88,3,8,6,9,0,1,1,357.47,1,1,1
19822.02,12,5,0,10824.5,8997.52,2,3,7,2,1,1,1,256.29,0,1,0
8186.59,1,4,2,3331.03,4855.56,0,3,9,1,0,1,0,278.96,1,0,0
15022.46,6,5,2,8666.26,6356.2,2,3,1,1,1,1,0,204.17,0,1,0
12384.12,15,0,2,10619.43,1764.69,2,2,4,9,0,0,0,458.14,1,1,0
6051.71,20,6,2,9396.27,-3344.56,3,2,10,1,1,1,1,326.88,0,1,0
3684.69,18,3,2,2051.99,1632.7,1,2,9,4,1,0,0,855.28,1,0,0
18917.84,14,5,1,4175.57,14742.27,2,1,14,5,1,0,1,97.05,1,0,0
22515.78,21,2,1,759.81,21755.97,1,5,7,6,1,1,0,20.82,0,1,0
11220.5,10,4,1,1434.36,9786.14,2,6,15,6,1,0,0,233.14,0,1,0
8178.13,0,6,1,3962.66,4215.47,3,3,4,3,1,1,1,141.71,0,1,0
2804.45,20,2,2,5255.07,-2450.62,2,6,10,7,1,1,0,223.44,1,1,0
18591.06,6,0,1,6497.02,12094.04,1,2,11,8,1,0,1,494.79,1,0,0
10298.96,19,0,1,1404.07,8894.89,1,3,12,1,0,1,1,282.54,0,1,0
6771.34,7,1,0,4425.78,2345.56,1,2,16,9,1,0,1,908.17,1,1,0
15317.68,9,4,1,9716.92,5600.76,2,3,6,6,0,0,0,218.87,1,0,0
2314.73,4,1,1,5963.7,-3648.97,2,5,9,1,0,1,1,182.77,0,1,0
3400.41,8,6,2,7368.32,-3967.91,4,3,8,9,0,1,1,486.16,0,0,1
4679.42,0,2,1,5257.93,-578.51,3,3,15,4,0,0,1,212.59,0,1,0
12110.23,1,3,1,2607.18,9503.05,3,3,6,9,1,0,0,113.19,1,1,1
9547.11,18,1,2,1896.27,7650.84,2,5,10,5,1,0,0,169.35,0,0,0
13138.58,13,0,1,4172.46,8966.12,2,4,5,6,0,1,1,166.5,0,0,0
17744.82,19,4,2,8023.07,9721.75,1,3,8,9,0,1,0,554.73,1,0,1
13472.35,9,2,1,2250.29,11222.06,1,1,8,6,1,0,0,334.16,0,0,0
27596.64,8,5,0,3246.26,24350.38,0,4,12,1,0,1,1,716.59,1,1,1
17716.86,9,6,0,5028.26,12688.6,0,1,15,1,1,0,1,220.59,0,1,0
7580.18,5,6,1,14645.56,-7065.38,3,7,5,2,1,1,0,352.65,0,0,0
5333.43,16,0,0,6280.12,-946.69,0,5,6,2,0,1,1,705.63,1,0,0
7762.5,5,5,2,6141.66,1620.84,3,4,8,6,0,1,0,145.03,0,0,0
13802.92,3,6,1,3688.22,10114.7,2,7,6,5,1,0,0,452.61,1,1,0
5826.51,19,3,2,15023.17,-9196.66,3,4,6,7,1,0,1,208.4,0,1,0
14069.92,2,4,0,5370.13,8699.79,3,7,6,8,1,1,1,589.9,1,1,1
12970.07,22,3,2,9993.17,2976.9,2,4,15,3,1,0,1,219.42,1,1,0
3636.1,18,6,0,1901.41,1734.69,0,3,5,9,1,1,1,428.52,1,0,1
17492.63,17,3,0,4547.42,12945.21,2,1,1,1,1,1,0,35.69,1,1,0
10936.1,23,6,0,26677.81,-15741.71,1,3,10,3,0,1,0,97.41,0,1,0
26721.23,3,4,2,5477.65,21243.58,1,1,7,2,1,0,0,139.59,0,1,0
8208.61,7,4,0,3568.45,4640.16,1,4,7,6,1,0,0,520.45,1,1,0
6525.52,16,5,1,10258.77,-3733.25,1,3,8,1,1,1,1,251.66,1,0,0
3214.45,4,3,0,3872.95,-658.5,0,3,9,8,0,1,1,24.88,0,1,1
3166.39,12,2,1,4087.56,-921.17,2,3,7,3,1,1,1,609.41,0,0,0
16095.79,0,5,1,842.79,15253.0,0,2,12,6,0,0,0,483.49,0,0,0
24970.31,12,4,1,455.88,24514.43,1,4,11,2,1,0,1,950.28,1,1,1
7677.14,3,0,1,6742.86,934.28,2,6,8,5,0,1,0,92.0,0,1,0
7290.4,21,6,2,3301.29,3989.11,3,1,7,2,0,1,1,358.11,0,1,0
8793.75,23,5,1,7693.35,1100.4,3,6,7,7,0,0,1,399.33,1,0,0
18308.15,13,1,0,6397.38,11910.77,0,7,8,5,1,1,0,208.64,0,1,0
3666.2,2,2,1,5277.19,-1610.99,1,2,9,8,1,0,1,89.55,1,0,0
9968.64,4,6,0,4111.15,5857.49,1,3,12,6,0,0,0,102.97,1,1,0
16346.26,6,5,2,2397.07,13949.19,0,1,5,8,0,0,0,460.52,1,0,0
12004.42,0,4,1,2216.44,9787.98,2,2,7,9,0,0,1,477.13,1,1,0
229.59,22,4,0,1196.81,-967.22,0,2,6,7,1,0,1,236.41,0,1,0
13519.54,11,2,2,4864.54,8655.0,0,3,6,1,0,1,1,871.41,0,0,0
12087.84,10,1,2,14664.38,-2576.54,0,3,2,9,0,1,0,203.63,1,0,1
20716.97,23,5,0,19323.23,1393.74,2,4,6,9,1,1,1,215.08,0,1,1
23674.12,7,5,1,2318.89,21355.23,1,0,7,2,1,1,0,632.37,0,0,0
20028.85,5,3,2,9217.02,10811.83,2,2,4,2,1,1,1,343.44,1,0,0
8829.8,21,0,0,12133.89,-3304.09,1,3,2,7,1,1,0,332.26,0,1,0
1680.13,1,4,1,2902.94,-1222.81,3,4,4,5,1,1,1,163.79,0,1,0
7248.77,18,5,2,8307.98,-1059.21,3,1,5,5,0,0,1,531.85,0,1,0
8617.97,19,5,0,10877.82,-2259.85,1,1,2,1,0,0,1,250.15,1,0,0
24762.11,19,6,2,1176.76,23585.35,1,3,9,6,0,0,0,1023.63,0,0,0
4400.77,23,6,2,6960.13,-2559.36,3,3,10,8,0,1,0,702.53,0,0,1
2386.79,13,5,0,1922.72,464.07,0,3,6,4,0,1,0,259.18,1,0,0
5858.02,0,1,2,7171.53,-1313.51,1,4,9,3,1,0,0,524.82,0,1,0
4615.23,9,0,0,4991.44,-376.21,0,2,10,1,1,0,1,168.38,1,0,0
2152.85,15,5,1,919.8,1233.05,1,4,7,4,0,1,0,694.57,1,0,0
7808.32,3,2,0,2711.42,5096.9,4,5,7,2,0,1,1,381.26,1,0,0
8876.89,10,4,1,2428.9,6447.99,2,5,8,5,1,0,1,1357.36,1,1,0
2021.47,15,3,2,10584.09,-8562.62,2,5,5,1,0,0,1,425.29,0,0,0
6492.51,19,6,0,4644.06,1848.45,3,1,6,9,0,1,0,330.46,1,1,1
4360.04,0,2,0,2240.24,2119.8,1,1,5,9,0,1,0,282.21,0,1,1
9098.09,15,4,0,7763.2,1334.89,2,1,7,5,1,1,1,1240.64,1,0,0
9786.66,18,6,0,3945.74,5840.92,0,5,10,1,1,1,1,462.84,0,1,0
4360.83,20,1,1,5818.26,-1457.43,2,5,6,3,0,0,1,604.28,1,0,0
17387.28,21,6,1,4353.51,13033.77,3,5,7,7,1,1,0,301.7,1,1,0
8471.66,8,0,2,18879.54,-10407.88,0,1,8,5,1,0,1,409.26,1,1,0
4545.99,8,0,2,5778.77,-1232.78,3,2,7,9,0,0,1,380.54,1,1,0
1883.71,8,4,2,8421.89,-6538.18,1,3,5,4,1,1,0,117.93,1,0,0
10179.29,16,2,2,10550.72,-371.43,5,3,8,5,0,1,1,1158.33,1,1,0
12067.36,11,3,0,4683.3,7384.06,2,3,8,3,0,0,1,420.84,1,0,0
5587.93,12,1,1,12316.31,-6728.38,2,3,9,8,1,0,1,88.25,0,1,0
9317.25,7,4,1,9279.29,37.96,5,1,6,3,0,0,1,1311.7,1,1,0
23673.38,15,1,1,542.03,23131.35,2,2,2,6,0,0,0,140.48,1,0,0
15566.41,17,0,1,2587.79,12978.62,2,1,8,7,0,1,1,151.19,1,1,0
731.39,0,5,2,4740.48,-4009.09,0,3,3,2,1,1,0,146.22,0,0,0
4499.84,0,5,0,5177.21,-677.37,0,6,8,7,1,0,1,159.82,1,0,0
7514.46,11,3,1,2965.4,4549.06,2,4,7,3,1,0,1,240.97,1,1,0
8839.32,5,1,0,6806.32,2033.0,2,5,7,3,1,1,0,705.33,0,0,0
9470.09,8,4,0,3855.76,5614.33,2,3,12,5,0,1,0,213.79,0,1,0
11523.95,22,3,0,4842.93,6681.02,2,1,5,4,1,0,1,471.48,1,1,0
7713.01,4,6,0,3724.4,3988.61,3,2,5,7,0,1,1,649.08,1,0,0
8455.6,15,6,1,4141.72,4313.88,0,5,6,3,0,1,0,420.57,0,1,0
16124.13,17,2,1,2030.89,14093.24,2,7,17,9,0,0,1,1056.85,1,1,0
10327.51,16,5,1,6386.66,3940.85,2,5,9,1,0,0,1,530.0,0,1,0
2916.19,17,4,2,7470.54,-4554.35,0,3,6,2,1,0,1,95.32,0,0,0
9053.91,0,1,1,1414.28,7639.63,2,4,8,9,1,0,0,544.68,0,0,0
7530.86,18,3,2,3027.59,4503.27,2,2,11,8,0,0,0,338.8,1,0,0
1132.36,21,4,2,5117.15,-3984.79,2,3,4,7,1,1,0,258.07,0,1,0
9408.38,7,3,2,14234.2,-4825.82,2,4,7,9,1,0,0,296.54,0,1,0
3304.23,2,3,1,2002.49,1301.74,5,1,10,5,0,0,1,479.36,1,0,0
16288.26,4,3,1,3833.69,12454.57,3,4,12,3,1,1,0,515.2,0,1,1
11406.2,22,1,1,3332.24,8073.96,2,4,7,2,1,1,1,159.31,1,0,0
2759.11,7,4,2,6115.03,-3355.92,0,1,6,6,0,1,1,51.12,0,1,0
15785.91,18,0,2,1981.69,13804.22,0,0,10,2,1,1,1,399.63,1,0,0
20940.55,17,0,0,2871.11,18069.44,1,2,4,8,1,0,0,266.86,1,1,1
6821.25,17,1,2,18532.97,-11711.72,1,3,7,5,1,0,0,601.69,1,1,0
7496.09,20,6,2,631.49,6864.6,4,4,10,2,0,0,1,416.52,1,1,1
14739.22,0,1,1,4675.18,10064.04,1,3,5,6,0,1,0,423.35,0,0,0
19906.63,14,5,0,4873.71,15032.92,2,3,10,6,1,0,1,635.89,0,1,0
1549.35,17,3,0,3433.47,-1884.12,4,2,4,8,1,1,1,57.78,0,1,1
3088.6,6,4,0,10439.68,-7351.08,1,3,7,6,0,0,0,431.69,0,0,0
5952.87,15,4,1,5721.52,231.35,2,4,10,3,1,1,1,626.02,0,0,0
6498.93,15,2,0,15153.05,-8654.12,5,6,12,8,0,0,0,1004.65,1,0,0
14447.12,14,2,0,898.16,13548.96,1,3,13,2,0,1,1,289.28,0,1,0
19975.56,5,0,1,6782.22,13193.34,2,5,6,9,1,1,0,374.28,1,1,1
20978.97,8,2,0,6035.85,14943.12,0,3,8,6,1,0,1,292.02,1,0,0
1505.72,6,2,2,7245.08,-5739.36,1,3,8,1,0,1,1,114.92,0,1,0
4138.77,13,0,2,9822.23,-5683.46,0,2,11,4,1,1,0,95.72,0,0,0
5064.19,10,5,2,12545.2,-7481.01,1,3,9,1,1,0,0,345.91,0,0,0
4123.67,20,6,2,17008.08,-12884.41,1,2,13,3,0,0,1,286.86,0,1,0
11381.29,15,0,2,1596.52,9784.77,0,2,9,6,0,1,0,170.27,0,1,0
12380.35,5,6,2,6880.51,5499.84,2,5,6,3,0,0,1,307.59,0,0,0
8374.86,21,2,2,10872.61,-2497.75,1,4,11,5,1,1,1,368.89,0,0,0
7775.87,15,4,2,4617.65,3158.22,1,0,10,8,0,1,1,1130.64,1,0,1
6165.84,19,2,2,2164.32,4001.52,2,2,3,8,1,1,1,481.86,0,1,1
6771.95,15,3,1,2203.98,4567.97,0,4,12,9,1,0,0,881.81,1,1,0
23498.07,11,6,1,2754.01,20744.06,1,5,9,4,1,1,0,225.83,0,0,0
13690.29,16,6,2,6449.35,7240.94,1,2,9,5,1,0,0,141.52,1,1,0
6358.93,4,3,1,2889.41,3469.52,2,2,4,4,1,0,1,214.72,1,1,0
7659.71,12,3,1,5078.35,2581.36,2,4,11,7,1,1,1,851.39,1,0,0
11570.29,7,5,2,1178.81,10391.48,3,3,9,9,0,1,1,736.16,0,0,1
2758.22,23,1,2,1174.26,1583.96,3,4,10,6,1,0,1,171.01,1,0,0
9290.5,4,3,1,7779.25,1511.25,0,2,8,2,0,0,1,82.05,1,1,0
13167.71,11,6,2,204.51,12963.2,2,4,11,7,1,1,0,1227.7,0,1,0
12002.37,8,4,2,13079.44,-1077.07,0,2,6,3,0,0,1,357.03,1,1,0
4212.42,2,6,2,6499.94,-2287.52,0,0,8,8,1,1,1,288.4,1,0,1
4933.87,2,6,2,1443.58,3490.29,2,3,6,3,1,0,1,1099.14,0,1,0
974.1,0,5,1,6224.21,-5250.11,1,3,9,9,1,1,1,75.04,0,0,1
14153.37,21,1,0,3419.92,10733.45,1,5,7,1,1,0,1,189.05,0,1,0
30171.03,17,1,1,2104.65,28066.38,1,6,6,6,1,0,1,653.96,0,1,0
3696.04,23,3,0,11239.56,-7543.52,3,2,5,7,0,1,1,383.17,0,1,0
17651.61,11,2,0,7304.8,10346.81,3,10,6,3,1,0,0,290.53,0,0,0
28443.62,8,6,0,2974.91,25468.71,2,3,4,6,1,0,0,409.63,1,1,1
5676.17,8,0,1,2514.78,3161.39,0,1,7,3,0,1,0,226.41,1,0,0
7667.98,17,2,1,15738.57,-8070.59,3,5,11,9,0,0,1,215.05,0,0,0
10080.87,17,2,1,6627.17,3453.7,1,3,6,6,0,0,1,598.64,0,0,0
11731.52,6,1,1,5161.32,6570.2,3,2,6,8,1,0,0,388.69,1,0,0
10484.14,3,1,1,2489.8,7994.34,6,2,12,4,1,0,0,238.03,1,0,1
6052.28,12,5,0,2446.9,3605.38,1,6,3,8,0,0,1,265.48,1,1,0
13023.93,16,5,1,18638.41,-5614.48,3,1,8,5,0,0,0,366.81,1,0,0
6167.95,23,1,0,8064.04,-1896.09,4,2,8,8,1,1,1,20.04,0,0,1
11012.21,1,4,1,4796.93,6215.28,1,5,7,2,1,0,1,665.99,1,0,0
8145.87,13,4,1,1317.59,6828.28,2,2,7,3,1,1,1,41.53,0,0,0
1328.34,2,0,2,3241.64,-1913.3,2,4,7,4,1,0,1,118.27,0,0,0
19421.33,4,1,0,6598.42,12822.91,0,3,13,1,1,1,0,63.1,0,0,0
5049.39,13,3,1,10860.69,-5811.3,5,3,11,5,0,1,1,389.75,1,0,0
20726.2,2,5,1,5452.24,15273.96,1,3,11,3,1,0,1,247.96,1,1,1
17177.86,22,1,1,10750.16,6427.7,3,1,4,7,0,1,0,735.73,0,0,0
9858.99,6,4,2,5491.88,4367.11,4,1,7,2,1,0,1,220.42,1,0,0
12170.08,17,1,0,10124.43,2045.65,0,4,9,1,1,0,0,184.14,0,1,0
13230.55,12,4,1,4051.29,9179.26,1,4,10,2,1,1,1,948.09,0,0,0
7123.32,22,1,1,10140.38,-3017.06,2,2,5,3,1,1,1,136.67,1,0,0
7394.51,21,6,1,3386.96,4007.55,1,4,10,5,1,1,1,191.43,0,1,0
12781.9,9,3,2,8351.64,4430.26,1,2,10,6,0,1,1,643.47,1,0,0
8213.15,12,0,1,5845.73,2367.42,3,2,11,8,0,1,0,530.56,1,0,1
6068.62,15,6,0,409.83,5658.79,3,3,10,4,0,0,1,380.7,1,0,1
4273.77,8,3,0,2636.49,1637.28,2,3,3,4,0,0,1,432.67,1,1,0
11246.67,1,4,0,23189.07,-11942.4,1,2,4,2,0,1,1,1263.57,1,0,0
4907.21,22,5,0,7267.99,-2360.78,1,2,1,3,0,1,1,459.05,0,1,0
15231.6,4,5,1,3247.64,11983.96,4,2,8,3,0,1,1,652.07,0,0,1
16124.01,21,2,2,1286.64,14837.37,3,1,17,2,1,0,0,762.52,1,0,1
12103.42,16,3,2,5312.53,6790.89,2,2,5,1,1,1,0,570.33,1,1,0
13944.76,22,1,2,7186.05,6758.71,1,3,7,2,0,0,1,71.25,1,1,0
12129.04,21,0,1,3217.29,8911.75,1,1,6,5,0,0,1,169.66,1,0,0
14641.27,3,1,2,6115.95,8525.32,5,3,8,8,1,1,1,889.89,1,1,1
14212.08,16,1,0,11308.07,2904.01,2,1,9,5,0,0,1,31.82,1,1,0
10814.01,8,3,1,2262.31,8551.7,2,1,7,3,1,0,0,281.3,0,1,0
17325.62,19,0,2,3093.79,14231.83,2,3,8,7,0,1,1,226.76,1,1,0
7324.44,1,2,0,997.55,6326.89,2,4,10,4,1,1,1,384.83,1,1,0
4390.52,23,6,0,11673.87,-7283.35,4,7,7,7,1,0,0,674.58,0,0,0
4193.46,17,1,1,3651.63,541.83,1,2,12,8,0,1,0,318.42,1,1,1
6499.33,20,0,1,14729.34,-8230.01,0,3,9,3,0,0,1,186.32,1,0,0
1112.4,21,2,2,307.59,804.81,0,2,8,1,1,0,0,267.11,1,0,0
9787.35,10,6,2,6370.41,3416.94,1,4,9,8,0,1,0,713.25,0,1,1
13354.19,12,1,2,7641.39,5712.8,3,1,4,6,0,0,0,749.27,1,0,0
15968.61,7,0,1,7276.81,8691.8,1,3,9,3,1,0,1,51.6,1,1,0
1667.75,0,6,2,9180.22,-7512.47,2,6,6,9,1,0,0,145.29,0,1,0
4315.9,16,3,2,5855.41,-1539.51,2,1,9,1,0,0,1,334.9,1,1,0
14916.15,11,5,0,5600.95,9315.2,3,4,10,8,1,0,0,221.42,0,0,0
7143.76,3,5,0,1074.09,6069.67,1,3,11,9,0,1,1,352.95,0,0,1
13144.67,20,1,0,4545.74,8598.93,4,3,7,1,1,1,1,1000.2,1,0,0
2620.55,12,1,2,5709.51,-3088.96,1,2,9,9,0,0,1,257.92,1,0,0
20563.35,8,6,1,2706.25,17857.1,4,3,4,5,0,1,0,966.87,1,0,1
2418.35,6,0,0,2375.3,43.05,2,4,3,5,0,1,0,21.94,0,0,0
9577.3,22,5,1,7200.95,2376.35,5,1,8,5,1,1,0,98.66,0,1,0
9761.26,23,1,2,8555.39,1205.87,3,3,9,1,1,1,1,776.83,0,0,0
5545.63,4,2,2,2528.02,3017.61,1,4,8,5,1,1,1,563.45,1,1,0
11801.91,4,1,0,4121.18,7680.73,1,4,10,6,1,1,1,715.77,0,1,0
12040.49,16,5,1,6470.31,5570.18,1,3,7,5,0,1,0,58.07,0,0,0
11131.69,8,4,0,2752.78,8378.91,2,2,4,6,0,0,1,531.93,1,0,0
5460.82,5,5,2,4927.9,532.92,0,4,7,9,1,1,1,317.54,0,0,1
4605.26,18,2,1,5986.33,-1381.07,0,6,10,7,0,1,1,57.32,1,1,0
5960.78,15,0,0,16518.79,-10558.01,2,3,10,5,1,0,1,221.16,1,1,0
4072.13,20,2,2,4172.43,-100.3,1,7,8,9,0,1,1,311.52,1,1,1
17866.16,1,4,0,847.12,17019.04,5,3,8,5,1,0,1,881.28,0,1,1
6390.92,9,4,1,1144.2,5246.72,1,2,7,5,0,1,1,394.94,0,1,0
9375.76,15,1,1,2740.24,6635.52,1,2,6,6,1,0,1,569.43,1,0,0
14874.54,4,1,1,3736.45,11138.09,2,5,9,8,1,0,1,293.99,1,1,0
3895.7,14,5,1,10841.04,-6945.34,0,4,15,1,0,0,1,263.36,0,1,0
2315.02,12,3,1,4352.88,-2037.86,1,1,10,9,0,1,0,1393.14,0,0,1
4084.81,12,2,0,7307.33,-3222.52,1,3,11,8,1,1,1,146.64,0,0,1
10145.65,12,5,0,12744.84,-2599.19,2,1,8,7,0,0,0,41.43,1,0,0
9646.45,14,3,0,8328.73,1317.72,2,5,5,5,1,0,1,746.6,1,0,0
11116.42,13,5,0,3809.74,7306.68,1,4,7,1,1,0,0,121.53,0,1,0
7684.64,7,4,2,4571.42,3113.22,0,0,8,7,1,0,0,373.46,1,0,0
423.14,10,1,2,4956.75,-4533.61,1,2,8,9,1,0,1,469.51,1,0,0
7496.27,17,1,0,13321.38,-5825.11,3,2,11,3,0,1,1,263.64,1,0,0
16247.33,23,5,2,10192.09,6055.24,2,3,4,8,0,0,0,198.59,1,1,0
19130.16,3,1,2,9784.66,9345.5,2,6,8,3,0,0,0,491.17,1,0,0
8918.82,9,0,1,6921.41,1997.41,3,3,9,3,0,0,0,129.95,1,0,0
9672.99,0,5,0,5881.55,3791.44,2,3,5,7,1,1,0,106.27,0,0,0
12973.57,4,4,2,4384.63,8588.94,1,3,8,6,1,1,1,655.77,0,0,0
18770.22,12,6,2,1652.74,17117.48,3,3,8,5,1,1,0,285.89,0,0,1
8336.74,0,5,0,8188.75,147.99,1,2,7,7,0,1,1,344.26,1,0,0
12847.69,22,5,1,3170.43,9677.26,2,1,9,9,0,0,0,916.96,0,0,0
5260.85,7,1,0,9080.59,-3819.74,0,1,8,1,1,0,1,317.34,0,1,0
2676.3,2,4,1,644.89,2031.41,0,2,11,1,0,0,1,265.65,0,1,0
5736.66,2,5,2,1978.67,3757.99,5,1,4,5,0,1,1,230.26,1,0,0
21664.62,6,1,1,9958.9,11705.72,1,4,9,8,0,0,0,558.27,0,0,0
13029.45,3,2,1,13362.14,-332.69,3,5,8,7,1,1,0,111.13,1,1,0
2931.9,2,4,0,9028.9,-6097.0,4,5,4,7,1,1,1,593.2,1,1,0
13453.74,14,3,2,2263.02,11190.72,1,2,10,3,0,1,1,518.34,0,1,0
3152.68,7,0,0,10514.02,-7361.34,0,4,5,9,1,0,0,1001.95,0,1,0
11006.84,2,3,0,2414.18,8592.66,1,2,7,5,1,1,0,257.8,1,0,0
3761.49,6,6,2,10595.95,-6834.46,3,4,10,3,1,0,0,177.93,0,1,0
2772.18,17,4,0,1824.5,947.68,0,4,6,6,1,1,0,256.8,1,0,0
24069.85,10,5,0,3509.74,20560.11,1,7,4,8,0,0,1,432.18,0,0,0
6387.0,10,1,1,226.01,6160.99,0,2,6,8,0,1,0,729.95,1,0,1
12864.76,16,6,0,1958.65,10906.11,2,2,11,4,1,1,0,168.32,0,1,0
8600.27,5,4,2,8132.64,467.63,1,9,11,4,1,1,0,116.59,0,1,0
3393.82,7,0,0,17511.82,-14118.0,2,4,11,9,1,1,0,395.4,0,0,1
6943.11,0,4,1,11072.48,-4129.37,0,5,9,2,1,1,0,291.84,1,0,0
3421.69,9,6,0,8792.71,-5371.02,1,1,8,9,0,1,0,675.6,1,1,1
35622.29,18,1,0,1156.95,34465.34,1,0,10,8,0,1,0,160.27,1,0,1
14493.22,2,3,0,3558.08,10935.14,1,4,6,3,0,0,1,534.21,0,0,0
8479.19,3,2,1,14948.13,-6468.94,1,3,5,2,1,0,0,118.49,0,0,0
12387.36,10,3,2,5200.95,7186.41,1,1,11,2,1,0,1,1134.65,1,0,0
13856.57,14,1,2,1591.95,12264.62,0,6,8,1,0,0,1,25.35,1,1,0
13881.99,0,6,1,3542.99,10339.0,2,1,8,9,0,1,0,230.07,1,1,1
13474.9,8,1,1,497.31,12977.59,2,0,8,1,0,0,0,1210.95,1,0,0
12766.95,10,0,0,9460.62,3306.33,2,1,9,2,1,0,1,924.18,0,1,0
9008.26,18,4,2,1298.18,7710.08,1,1,7,7,1,1,1,525.89,1,1,0
22864.48,12,4,1,5015.46,17849.02,8,6,4,5,1,0,1,147.54,0,0,1
9442.75,15,3,2,1539.63,7903.12,6,3,7,1,1,1,1,481.37,1,1,1
8666.15,3,6,0,5740.92,2925.23,0,2,9,4,0,0,0,368.85,1,0,0
9503.07,0,2,1,9095.0,408.07,0,7,5,6,1,1,1,124.66,0,1,0
10009.32,19,2,2,3194.79,6814.53,2,4,9,8,1,1,0,340.9,1,0,1
1682.49,12,0,2,12381.56,-10699.07,2,2,6,2,0,0,1,311.57,1,0,0
4047.85,0,1,0,8433.01,-4385.16,3,2,12,3,0,0,1,215.64,0,1,0
7684.44,4,0,1,7431.8,252.64,2,3,5,7,1,1,0,263.63,0,0,0
1590.29,4,4,2,12108.19,-10517.9,0,1,9,1,0,1,1,494.71,1,0,0
8468.88,13,5,0,5818.88,2650.0,1,1,2,7,0,1,1,710.9,1,0,0
9912.97,22,5,2,3745.94,6167.03,1,2,11,1,0,1,0,77.41,1,1,0
2558.64,13,5,0,6728.56,-4169.92,5,3,8,8,0,1,1,161.07,1,1,1
4954.32,7,1,2,1636.12,3318.2,1,3,10,6,1,0,1,237.5,0,0,0
19645.98,3,0,2,9726.43,9919.55,3,6,11,7,0,0,0,107.82,0,1,0
12476.46,6,6,0,9735.45,2741.01,2,8,8,2,0,0,0,795.96,1,0,0
11980.79,19,3,1,4182.84,7797.95,4,2,11,6,0,0,1,294.51,0,0,0
18072.13,18,4,0,3008.7,15063.43,1,2,9,5,0,0,1,282.59,0,0,0
4118.61,14,5,1,5941.77,-1823.16,2,2,8,3,1,1,0,307.17,1,1,0
2566.25,21,6,2,1389.22,1177.03,0,1,11,9,0,0,0,591.72,1,1,0
16469.33,3,2,2,3675.52,12793.81,0,3,7,5,1,0,1,900.4,0,1,0
7852.62,18,0,0,11679.22,-3826.6,1,1,8,8,1,0,0,207.41,1,1,0
4021.4,8,4,0,1991.31,2030.09,2,4,8,4,0,1,0,665.24,1,1,0
1667.52,20,4,1,12775.11,-11107.59,2,4,14,6,1,0,1,356.88,0,0,0
9583.61,12,2,1,6982.37,2601.24,3,4,7,4,0,1,1,436.16,1,0,0
7165.84,13,2,1,7654.26,-488.42,3,2,8,4,0,0,0,549.98,0,0,0
6232.43,22,2,0,3049.94,3182.49,3,1,7,9,0,1,0,191.3,0,0,1
657.49,13,5,2,2289.35,-1631.86,1,2,10,5,0,0,1,71.56,0,0,0
22667.86,21,5,0,4017.53,18650.33,1,2,8,1,1,1,0,367.23,1,0,0
2106.99,9,0,2,15346.63,-13239.64,0,5,5,7,0,0,1,215.13,0,0,0
6727.89,15,2,0,2906.36,3821.53,1,3,4,3,0,1,0,252.32,0,1,0
5858.31,4,3,0,384.69,5473.62,5,2,4,3,0,0,1,1009.08,0,1,1
12739.0,22,4,1,5477.07,7261.93,1,6,11,6,0,1,1,341.91,1,0,0
1688.67,5,2,2,11164.66,-9475.99,2,4,8,3,1,1,1,709.86,1,0,0
11686.81,1,4,0,5990.26,5696.55,0,4,7,1,0,0,1,82.73,1,0,0
9618.84,12,1,0,16038.83,-6419.99,1,2,6,6,1,1,0,761.67,0,1,0
4749.01,12,6,2,8069.38,-3320.37,2,1,4,7,0,0,0,373.97,0,1,0
11395.8,18,1,0,6049.17,5346.63,1,2,4,5,1,1,1,13.89,0,0,0
8457.54,17,2,2,3974.79,4482.75,2,5,9,1,0,0,1,169.44,1,0,0
